firm,year,lk,llabor,lfuel,lny,trend,llabor2,lfuel2,lk2,labfue2,labk2,fuek2
63,86,-1.4760317,-1.4133045,-1.9463756,-2.201816,1,.99871482,1.8941889,1.0893348,2.7508214,2.0860823,2.8729121
63,87,-1.5418859,-1.3669693,-1.841717,-1.9712055,2,.93430252,1.6959608,1.188706,2.5175706,2.1077106,2.8397174
63,88,-1.5570682,-1.3905305,-1.6495591,-1.8063076,3,.96678759,1.3605225,1.2122307,2.2937623,2.1651509,2.568476
63,89,-1.573786,-1.5189662,-1.6759801,-1.6543564,4,1.1536291,1.4044547,1.2384011,2.5457571,2.3905277,2.637634
63,90,-1.5977984,-1.4747764,-1.5406226,-1.6830377,5,1.0874827,1.186759,1.2764799,2.2720739,2.3563953,2.4616044
63,91,-1.6210859,-1.6270077,-1.5511829,-1.8374572,6,1.323577,1.2030842,1.3139598,2.5237865,2.6375193,2.5146008
63,92,-1.6385999,-1.5810979,-1.6159905,-1.8139362,7,1.2499353,1.3057127,1.3425048,2.5550392,2.5907869,2.6479619
63,93,-1.6517824,-1.7109731,-2.1232279,-2.1820444,8,1.4637144,2.2540484,1.3641926,3.6327858,2.8261552,3.5071105
63,94,-1.6672072,-1.9214237,-2.0966563,-2.2105993,9,1.8459346,2.1979839,1.3897899,4.0285652,3.2034115,3.4955605
63,95,-1.688448,-1.6371258,-2.4304473,-2.1108021,10,1.3400904,2.9535369,1.4254283,3.9789479,2.7642017,4.1036837
63,96,-1.6749359,-2.0692133,-2.4552778,-2.1875978,11,2.1408218,3.0141946,1.4027051,5.0804935,3.4657996,4.112433
64,86,-.54835652,.10660594,-.3269371,-1.2408682,1,.00568241,.05344393,.15034744,-.03485344,-.05845806,.17927809
64,87,-.561862,-.15321268,-.50724062,-1.1037381,2,.01173706,.12864652,.15784445,.0777157,.08608439,.28499923
64,88,-.39273075,-.42337046,-.32249002,-1.2184692,3,.08962127,.05199991,.07711872,.13653275,.1662706,.12665174
64,89,-.42063133,-.56194986,-.26394689,-1.0233034,4,.15789382,.03483398,.08846536,.14832492,.23637372,.11102433
64,90,-.44275507,-.50900959,-.51656395,-1.2545967,5,.12954538,.13341916,.09801603,.262936,.22536658,.22871131
64,91,-.45705743,-.47503488,-.73551732,-1.2976535,6,.11282907,.27049287,.10445075,.34939638,.21711822,.33617366
64,92,-.46524374,-.54930596,-.50021257,-1.0711661,7,.15086852,.12510631,.10822587,.27476975,.25556116,.23272077
64,93,-.48696381,-.56833227,-.35658312,-1.0329811,8,.16150078,.06357576,.11856688,.20265769,.27675725,.17364307
64,94,-.5076251,-.52448798,-.55604102,-1.2046505,9,.13754382,.15459081,.12884162,.29163684,.26624326,.28226038
64,95,-.51043127,-.40986687,-.97563019,-1.2943521,10,.08399543,.47592714,.13027004,.39987849,.20920887,.49799216
64,96,-.53339872,-1.3865649,-.72789128,-1.1596223,11,.96128117,.26491286,.1422571,1.0092685,.73959196,.38825628
65,86,-1.1663838,-.44217662,-1.2794518,-1.0913307,1,.09776008,.81849844,.68022556,.56574367,.51574764,1.4923318
65,87,-.6843454,-.31108533,-1.3236643,-1.067883,2,.04838704,.87604359,.23416431,.41177255,.21288982,.90584357
65,88,-.68011801,-.47133021,-1.1285242,-.90914209,3,.11107608,.63678341,.23128025,.53190754,.32056016,.76752961
65,89,-.70485899,-.41634588,-1.2059199,-.93543677,4,.08667195,.72712137,.24841309,.50207977,.29346513,.85000346
65,90,-.73003253,-.37712515,-1.2818096,-.98304601,5,.07111169,.82151791,.26647375,.48340264,.27531363,.9357627
65,91,-.72482219,-.5625284,-1.152125,-.88729315,6,.1582191,.66369602,.2626836,.64810305,.40773307,.83508578
65,92,-.74359011,-.70202994,-1.2494302,-.9491354,7,.24642302,.78053786,.27646312,.87713737,.52202252,.9290639
65,93,-.76799322,-.64701772,-1.2650654,-.97997044,8,.20931596,.80019526,.29490679,.81851974,.49690522,.97156167
65,94,-.78981215,-.57827677,-1.1896299,-.91321735,9,.16720201,.70760962,.31190161,.68793532,.45673002,.93958412
65,95,-.79757849,-.53231806,-.9934751,-.87665829,10,.14168126,.49349639,.31806572,.52884474,.42456544,.79237437
65,96,-.66067448,-.5871342,-1.0622494,-.84241938,11,.17236328,.56418693,.21824538,.62368297,.38790458,.70180109
66,86,.04303818,-.62091297,.15976955,.1148114,1,.19276646,.01276315,.00092614,-.09920298,-.02672296,.00687619
66,87,.02612575,-.79907148,.01766777,.14272505,2,.31925761,.00015608,.00034128,-.01411781,-.02087635,.00046158
66,88,.00622091,-.77947011,.0369944,.19830206,3,.30378683,.00068429,.00001935,-.02883603,-.00484901,.00023014
66,89,-.02197029,-.7448499,.08924058,.29490675,4,.27740069,.00398194,.00024135,-.06647084,.01636457,-.00196064
66,90,-.04573693,-.59607077,.06438776,.3238397,5,.17765018,.00207289,.00104593,-.03837966,.02726245,-.0029449
66,91,-.06532087,-.61601701,.21521368,.32332933,6,.18973848,.02315846,.00213341,-.13257529,.04023876,-.01405794
66,92,-.08960669,-.62460082,.28038439,.37010973,7,.19506309,.0393077,.00401468,-.17512832,.05596841,-.02512432
66,93,-.10282417,-.62029976,.40503566,.4327465,8,.1923859,.08202694,.00528641,-.25124353,.06378181,-.04164746
66,94,-.11255052,-.5741699,.40021762,.45594282,9,.16483554,.08008707,.00633381,-.22979291,.06462312,-.0450447
66,95,-.12981019,-.63388017,.32440161,.43845544,10,.20090203,.0526182,.00842534,-.20563175,.08228411,-.04211064
66,96,-.13833709,-.54531623,.38412246,.44716316,11,.1486849,.07377503,.00956858,-.20946821,.07543746,-.05313838
67,86,-2.2412344,-3.3444195,-2.8757604,-2.7732862,1,5.5925709,4.134999,2.5115658,9.6177492,7.495628,6.4452531
67,87,-2.2983744,-3.3632879,-2.8089941,-2.7177131,2,5.6558529,3.9452238,2.6412625,9.4474559,7.730095,6.4561201
67,88,-2.3266243,-3.2810499,-2.5661708,-2.5322828,3,5.3826442,3.2926162,2.7065903,8.4197343,7.6337704,5.9705153
67,89,-2.3520862,-3.4633714,-2.5396398,-2.4790907,4,5.9974709,3.2248852,2.7661548,8.795716,8.1461482,5.9734518
67,90,-2.3802315,-3.0756059,-2.505735,-2.5511146,5,4.7296758,3.1393539,2.832751,7.7066533,7.320654,5.9642294
67,91,-2.390589,-3.2465637,-2.2183127,-2.5321801,6,5.2700879,2.4604555,2.8574578,7.2018934,7.7611993,5.3030737
67,92,-2.40136,-3.3632879,-2.3293175,-2.6185063,7,5.6558529,2.7128599,2.8832648,7.8341653,8.076465,5.5935297
67,93,-2.410337,-3.6352217,-2.3026034,-2.6199437,8,6.6074184,2.6509911,2.9048622,8.3704737,8.7621093,5.5500501
67,94,-2.4347278,-3.6352217,-2.2209374,-2.4532176,9,6.6074184,2.4662815,2.9639498,8.0735999,8.8507754,5.4073782
67,95,-2.4495685,-2.6845295,-2.3420646,-2.565184,10,3.6033493,2.7426333,3.000193,6.2873414,6.575939,5.7370478
67,96,-2.4225952,-3.3077181,-2.2751586,-2.3879362,11,5.4704995,2.5881733,2.9344838,7.5255832,8.0132621,5.5117883
68,86,.92416895,1.2394984,1.0219274,.9805223,1,.76817814,.52216776,.42704412,1.2666773,1.1455059,.94443353
68,87,.89383823,1.187979,1.0632269,1.1947627,2,.7056471,.56522574,.39947339,1.2630913,1.0618611,.95035286
68,88,.86334596,.91152456,1.0850111,1.1450219,3,.41543851,.58862454,.37268312,.98901426,.78696105,.93673994
68,89,.8290726,.88575137,1.0059077,1.1254507,4,.39227775,.50592514,.34368069,.89098412,.7343522,.83397051
68,90,.80421493,.81504754,.94425704,1.1076789,5,.33215124,.44581068,.32338083,.76961437,.6554734,.75938561
68,91,.77719787,.72644283,.86984992,1.101886,6,.26385959,.37831944,.30201826,.63189623,.56458982,.6760455
68,92,.74958268,.70337542,.8278076,1.0098581,7,.24736849,.34263271,.2809371,.58225952,.52723804,.62051024
68,93,.72593944,.75070356,.90329825,1.0671523,8,.28177792,.40797387,.26349404,.67810922,.54496532,.65573983
68,94,.70813519,.56909776,1.058919,1.1572765,9,.16193613,.56065467,.25072773,.6026284,.40299815,.74985777
68,95,.69693206,.53589103,.91297119,1.1364571,10,.1435896,.41675819,.24285715,.48925307,.37347964,.63627889
68,96,.67956532,.47195684,.81050077,1.1389949,11,.11137163,.32845575,.23090451,.38252139,.3207255,.55078822
69,86,.51437412,.29045764,.43362627,.48122565,1,.04218282,.09401587,.13229037,.12595006,.14940389,.22304613
69,87,.49407782,.22997176,.43385105,.51153191,2,.02644351,.09411337,.12205644,.09977349,.11362395,.21435618
69,88,.46628794,.32320766,.51613305,.54893926,3,.0522316,.13319666,.10871222,.16681816,.15070784,.24066661
69,89,.43793139,.1537859,.21962911,.53798383,4,.01182505,.02411847,.09589195,.03377586,.06734767,.09618248
69,90,.41148484,.25965515,.19221621,.53109191,5,.0337104,.01847354,.08465989,.04990993,.10684416,.07909406
69,91,.3941904,.29070423,.25065706,.49961031,6,.04225447,.03141448,.07769303,.07286707,.11459281,.09880661
69,92,.38585052,.21784715,.22189127,.45785681,7,.02372869,.02461787,.07444031,.04833838,.08405644,.08561686
69,93,.38231979,.18386337,.23907266,.37236033,8,.01690287,.02857787,.07308421,.04395671,.07029461,.09140221
69,94,.39020399,.30319979,.22912542,.4860588,9,.04596506,.02624923,.07612958,.06947078,.11830977,.08940566
69,95,.41107431,.34562752,.30323865,.5680717,10,.05972919,.04597684,.08449104,.10480762,.14207859,.12465362
69,96,.42495609,.31914213,.15914525,.60099943,11,.05092585,.01266361,.09029384,.05078995,.13562139,.06762974
70,86,-1.1522734,-.68487912,-.71643393,-.87321825,1,.23452971,.25663879,.66386695,.49067064,.78916797,.82552773
70,87,-1.1683315,-.76803327,-.69160971,-.80556737,2,.29493755,.239162,.68249928,.53117927,.89731748,.80802943
70,88,-1.1967745,-.88795073,-.68278329,-.76047947,3,.39422825,.23309651,.71613455,.60627792,1.0626768,.8171376
70,89,-1.2258278,-.72968765,-.58949591,-.75061579,4,.26622203,.17375271,.75132687,.43014788,.89447139,.72262046
70,90,-1.2326111,-.85717908,-.72674281,-.81243149,5,.36737799,.26407756,.75966503,.62294873,1.0565684,.89579124
70,91,-1.2512064,-.92467459,-.73094433,-.9067846,6,.42751155,.26713981,.78275868,.67588564,1.1569587,.91456219
70,92,-1.274718,-1.0531127,-.91361494,-1.0641505,7,.55452318,.41734613,.81245298,.9621395,1.3424217,1.1646014
70,93,-1.2951744,-1.0437053,-1.0404809,-1.2316859,8,.54466035,.54130027,.83873835,1.0859554,1.3517803,1.3476042
70,94,-1.2865563,-1.1831396,-1.1974609,-1.3447889,9,.69990969,.71695629,.82761352,1.4167634,1.5221757,1.5406008
70,95,-1.2881352,-1.4310767,-1.0338488,-1.2225289,10,1.0239902,.53442167,.82964613,1.4795169,1.8434202,1.331737
70,96,-1.2896162,-1.547998,-.92191278,-1.1235716,11,1.1981489,.42496159,.83155495,1.4271191,1.9963233,1.1889136
71,86,-1.3791956,-1.4324569,-1.7661343,-1.6591974,1,1.0259664,1.5596153,.95109023,2.5299113,1.9756382,2.4358447
71,87,-1.3989511,-1.7037003,-1.7550176,-1.6372728,2,1.4512974,1.5400435,.97853212,2.9900241,2.3833935,2.4551839
71,88,-1.4092827,-1.5810979,-1.6455955,-1.5374668,3,1.2499353,1.3539923,.99303891,2.6018476,2.228214,2.3191093
71,89,-1.3928582,-1.5025356,-1.7369936,-1.6224316,4,1.1288067,1.5085733,.97002702,2.6098947,2.0928191,2.4193858
71,90,-1.381967,-1.8860218,-1.7294915,-1.5513812,5,1.7785391,1.4955703,.95491634,3.2618586,2.6064198,2.3901
71,91,-1.316025,-.88475074,-1.3348467,-1.2910476,6,.39139193,.89090787,.86596092,1.1810066,1.1643541,1.7566917
71,92,-1.3261885,-.77302078,-1.0761022,-1.1048928,7,.29878057,.57899799,.87938802,.83184938,1.0251713,1.4271144
71,93,-1.3215955,-.72763779,-1.0071817,-1.0106051,8,.26472837,.50720748,.87330738,.73286346,.96164285,1.3310868
71,94,-1.2351829,-.70003594,-.89480609,-.87388985,9,.24502516,.40033897,.76283839,.62639642,.86467241,1.1052492
71,95,-1.247545,-1.0446421,-1.1060264,-.89051708,10,.54563851,.61164724,.7781843,1.1554017,1.303238,1.3798178
71,96,-1.2564263,-.80127329,-.89618377,-.81092321,11,.32101944,.40157268,.78930358,.71808812,1.0067409,1.1259889
72,86,-1.091753,-.86497945,-.86790064,-.82356104,1,.37409473,.37662576,.59596226,.75071622,.94434387,.94753308
72,87,-1.0838945,-.86185201,-.90826759,-.79454656,2,.37139445,.41247501,.58741368,.78279225,.93415669,.98446628
72,88,-1.1005975,-.81309905,-.8338975,-.75862785,3,.33056503,.34769252,.6056574,.67804127,.89489475,.91778549
72,89,-1.0961919,-.7998049,-.897639,-.7802511,4,.31984394,.40287789,.60081836,.71793607,.87673966,.98398462
72,90,-1.0867793,-.69473786,-.92824992,-.70800086,5,.24133035,.43082395,.5905446,.64489036,.75502672,1.0088028
72,91,-1.0953283,-.78451521,-1.0120259,-.69452032,6,.30773205,.51209817,.59987209,.79394967,.85930174,1.1085006
72,92,-1.1219255,-.70469482,-.92846445,-.68489339,7,.2482974,.43102311,.62935845,.65428409,.79061511,1.041668
72,93,-1.0837834,-.55618281,-.93694596,-.65479839,8,.15466966,.43893387,.5872932,.52111324,.60278168,1.0154465
72,94,-1.1005177,-.61236074,-.96198337,-.64869596,9,.18749284,.462706,.60556958,.58908085,.67391382,1.0586797
72,95,-1.0883414,-.56716878,-.9644269,-.59603129,10,.16084021,.46505963,.59224347,.54699283,.61727324,1.0496257
72,96,-1.0947464,-.73724007,-.99580911,-.52739645,11,.27176146,.4958179,.59923487,.73415038,.80709093,1.0901585
